,游戏名称,代币名称,区块链,代币地址,游戏类型,运行平台,代币价格,24小时涨跌,代币总价值,游戏市值,设立奖学金的公会,公会合作游戏数量,爬取时间
326,Gamesta,GSG,polygon,0x778949e707a0eb6c32ca20b1f9e0db9685d18024,Other,"windows,browser,mac",$0.00 ,16.53%,$41 ,-,,,2022/11/12
327,Sugar Kingdom,CANDY,bsc,0x03436fe878e33be3c8caebd205ebc04a66aa3248,"MMORPG, Puzzle, Casual",browser,$0.02 ,0.54%,$211 ,-,,,2022/11/12
328,Arker,ARKER,bsc,0x9c67638c4fa06fd47fb8900fc7f932f7eab589de,"RPG, Idle Game, Strategy",browser,$0.00 ,-2.79%,"$114,560 ",-,Good Games Guild,77,2022/11/12
329,Orbitau,TAUM,bsc,0x02e22eb7f6e73ef313dd71248cd164b1bdc5aadd,"Turn-based Strategy, MMORPG",browser,$0.00 ,-0.15%,"$20,266 ",-,,,2022/11/12
330,Dragon War,DRAW,solana,48AEwauAHsJibyt3WqjQ6EoHnFBcnyHASfo7vB2eCXPS,Turn-based Strategy,browser,$0.00 ,0.20%,$210 ,-,MetaGaming Guild,41,2022/11/12
330,Dragon War,DRAW,solana,48AEwauAHsJibyt3WqjQ6EoHnFBcnyHASfo7vB2eCXPS,Turn-based Strategy,browser,$0.00 ,0.20%,$210 ,-,Good Games Guild,77,2022/11/12
331,11Minutes,ELVN,bsc,0x1c7e44543e0fff4a9c4c5561c3fdba3d6227c657,Minigame,browser,-,-,-,-,,,2022/11/12
332,ConeGame,CONEGAME,bsc,NoAddress,Arcade,browser,$0 ,-,-,-,,,2022/11/12
333,Crypto Citizen,CCASH,bsc,0xd36bb7849a8c50b509bae872f44d5c1c7dc0e96c,"PVP, MMORPG, Battle Royale, Shooter",pc,-,-,-,-,Blockchain Space,36,2022/11/12
333,Crypto Citizen,CCASH,bsc,0xd36bb7849a8c50b509bae872f44d5c1c7dc0e96c,"PVP, MMORPG, Battle Royale, Shooter",pc,-,-,-,-,UniX Gaming,36,2022/11/12
334,99Starz,STZ,ethereum,0x7fe378c5e0b5c32af2ecc8829bedf02245a0e4ef,Collectible,browser,$0.06 ,10.24%,"$139,721 ",-,,,2022/11/12
335,Starpad,SRP,bsc,0xcb2b25e783a414f0d20a65afa741c51b1ad84c49,Other,browser,$0.00 ,5.39%,"$7,958 ",-,,,2022/11/12
336,Karmaverse,KNOT,polygon,0xb763f1177e9b2fb66fbe0d50372e3e2575c043e5,Other,browser,$0.05 ,-0.01%,"$42,849 ",-,Earn Guild,68,2022/11/12
336,Karmaverse,KNOT,polygon,0xb763f1177e9b2fb66fbe0d50372e3e2575c043e5,Other,browser,$0.05 ,-0.01%,"$42,849 ",-,Good Games Guild,77,2022/11/12
336,Karmaverse,KNOT,polygon,0xb763f1177e9b2fb66fbe0d50372e3e2575c043e5,Other,browser,$0.05 ,-0.01%,"$42,849 ",-,Avocado DAO,33,2022/11/12
336,Karmaverse,KNOT,polygon,0xb763f1177e9b2fb66fbe0d50372e3e2575c043e5,Other,browser,$0.05 ,-0.01%,"$42,849 ",-,PathDAO,39,2022/11/12
336,Karmaverse,KNOT,polygon,0xb763f1177e9b2fb66fbe0d50372e3e2575c043e5,Other,browser,$0.05 ,-0.01%,"$42,849 ",-,YGG Sea,40,2022/11/12
337,Adroverse,ADR,bsc,0x36f1f32c728c3f330409ec1f0928fa3ab3c8a76f,"Card Game, Turn-based Strategy, Collectible",browser,$0.00 ,0.18%,$36 ,-,,,2022/11/12
338,GamesPad,GMPD,bsc,0x9720ca160bbd4e7f3dd4bb3f8bd4227ca0342e63,Other,browser,$0.01 ,0.09%,"$112,927 ",-,YGG Sea,40,2022/11/12
339,Vmates,MATE,bsc,0x696c2d3c711d5727c3686672f411583faedaa29f,"Breeding, Simulation, Casual",browser,$0.02 ,-,$511 ,-,,,2022/11/12
340,Oren Game,OREN,bsc,0x6358c1e2de9fd4953cd4f7e83d5a516c8928b1a7,"Card Game, Collectible",browser,$0 ,-,"$14,347 ",-,,,2022/11/12
341,Manarium,ARI,bsc,0xc80a0a55caf6a7bfb4ee22f9380c4077312c4a35,Other,browser,$0.00 ,-,-,-,,,2022/11/12
342,Bit Hotel,BTH,bsc,0x57bc18f6177cdaffb34ace048745bc913a1b1b54,"City Building, Metaverse","android,ios,browser",$0.00 ,-3.15%,"$48,715 ",-,Blockchain Space,36,2022/11/12
343,Vero Farm,VERO,bsc,NoAddress,"Simulation, Casual","android,ios",$0 ,-,$5 ,-,,,2022/11/12
344,Luna-Pad,LUNAPAD,bsc,0xd1fdf57241df3c36dad469060cac9f1ea2ee7585,Other,browser,$0.00 ,5.06%,$80 ,-,,,2022/11/12
345,Jungle Road,JGRD,bsc,NoAddress,"Adventure, Collectible, DeFi",browser,-,-,-,-,,,2022/11/12
346,DeFi11,D11,ethereum,0x9bf02cf6b0435a0523e6f6e0d2f35a920144f5fa,Other,"android,ios",$0.00 ,-2.15%,"$21,186 ",-,,,2022/11/12
347,Palmare,PAL,bsc,NoAddress,"Action, DeFi, Sports","android,ios",-,-,-,-,,,2022/11/12
348,Run For Life,RFL,bsc,NoAddress,Move To Earn,"ios,android",$0.00 ,-,$11 ,-,,,2022/11/12
349,Kryptomon,KMON,bsc,0xc732b6586a93b6b7cf5fed3470808bc74998224d,"Breeding, PVP",browser,$0.01 ,8.19%,"$160,093 ",-,,,2022/11/12
350,The Spartans,TSP,bsc,0x930cec48eddc7f80afad2b08997d0a43912b80d4,"Strategy, Tower Defense",browser,$0.00 ,-,$858 ,-,,,2022/11/12
351,Vulcano,VULC,bsc,0x3810a078aa274ea6d06a480588eff8fe517220a4,"Sci-Fi, Auto Battler","browser,pc,mobile",$0.00 ,3.50%,$113 ,-,,,2022/11/12
352,Fistiana,FCT,bsc,NoAddress,"Battle Royale, Combat, PVP",browser,$0.02 ,-,"$7,837 ",-,,,2022/11/12
353,Galaxy Adventure,GLA,bsc,NoAddress,"PVP, RPG, Sci-Fi",browser,$0 ,5.99%,$28 ,-,,,2022/11/12
354,XHashtag,XTAG,solana,5gs8nf4wojB5EXgDUWNLwXpknzgV2YWDhveAeBZpVLbp,Other,browser,$0.03 ,0.32%,"$381,785 ",-,,,2022/11/12
355,StarFish OS,SFO,bsc,NoAddress,Other,browser,$0.01 ,-19.13%,"$110,757 ",-,,,2022/11/12
356,RIFI United,RU,bsc,0x6dc923900b3000bd074d1fea072839d51c76e70e,"Simulation, Sports",browser,$0.00 ,0.39%,$76 ,-,,,2022/11/12
357,Meta Spatial,SPAT,bsc,0x62cd26cb698fa8067d9c76f8ccb26922f6a86909,"VR, Virtual-World",browser,$0.01 ,0.41%,$2 ,-,,,2022/11/12
358,YAY Games,YAY,bsc,0x524df384bffb18c0c8f3f43d012011f8f9795579,Other,browser,$0.00 ,-6.89%,"$34,460 ",-,,,2022/11/12
359,SuperStep,SGMT,bsc,0x6f7a88274647ad54bcbe25e9d28c51ddb6b5b55f,Move To Earn,"ios,android",$0 ,7.90%,$178 ,-,,,2022/11/12
360,Scotty Beam,SCOTTY,bsc,0x000351d035d8bbf2aa3131ebfecd66fb21836f6c,RPG,browser,$0.00 ,6.88%,"$9,244 ",-,,,2022/11/12
361,VICMOVE,VIM,bsc,0x5bcd91c734d665fe426a5d7156f2ad7d37b76e30,Move To Earn,"android,ios",$0.01 ,-37.43%,"$41,412 ",-,,,2022/11/12
362,PolkaFantasy,XP,ethereum,0x180cfbe9843d79bcafcbcdf23590247793dfc95b,"Card Game, Fantasy",browser,$0.08 ,-4.39%,"$20,988 ",-,,,2022/11/12
363,Bad Days | Marvelous NFTs,MNFT,bsc,0x33be7644c0e489b3a0c639d103392d4f3e338158,"Strategy, Action","android,ios,browser",$0.01 ,2.33%,"$50,659 ",-,,,2022/11/12
364,SpaceY 2025,SPAY,ethereum,0x13a637026df26f846d55acc52775377717345c06,"Strategy, Tower Defense","android,ios,browser",$0.10 ,4.67%,"$27,693 ",-,,,2022/11/12
365,DeHorizon,DEVT,ethereum,0xb5c578947de0fd71303f71f2c3d41767438bd0de,Other,browser,$0.01 ,-3.48%,"$463,480 ",-,MetaGaming Guild,41,2022/11/12
365,DeHorizon,DEVT,ethereum,0xb5c578947de0fd71303f71f2c3d41767438bd0de,Other,browser,$0.01 ,-3.48%,"$463,480 ",-,Yield Guild Games,41,2022/11/12
365,DeHorizon,DEVT,ethereum,0xb5c578947de0fd71303f71f2c3d41767438bd0de,Other,browser,$0.01 ,-3.48%,"$463,480 ",-,UniX Gaming,36,2022/11/12
365,DeHorizon,DEVT,ethereum,0xb5c578947de0fd71303f71f2c3d41767438bd0de,Other,browser,$0.01 ,-3.48%,"$463,480 ",-,PathDAO,39,2022/11/12
366,Karmaverse,KNOT,polygon,0xb763f1177e9b2fb66fbe0d50372e3e2575c043e5,Other,browser,$0.05 ,-0.01%,"$42,849 ",-,Earn Guild,68,2022/11/12
366,Karmaverse,KNOT,polygon,0xb763f1177e9b2fb66fbe0d50372e3e2575c043e5,Other,browser,$0.05 ,-0.01%,"$42,849 ",-,Good Games Guild,77,2022/11/12
366,Karmaverse,KNOT,polygon,0xb763f1177e9b2fb66fbe0d50372e3e2575c043e5,Other,browser,$0.05 ,-0.01%,"$42,849 ",-,Avocado DAO,33,2022/11/12
366,Karmaverse,KNOT,polygon,0xb763f1177e9b2fb66fbe0d50372e3e2575c043e5,Other,browser,$0.05 ,-0.01%,"$42,849 ",-,PathDAO,39,2022/11/12
366,Karmaverse,KNOT,polygon,0xb763f1177e9b2fb66fbe0d50372e3e2575c043e5,Other,browser,$0.05 ,-0.01%,"$42,849 ",-,YGG Sea,40,2022/11/12
367,Adroverse,ADR,bsc,0x36f1f32c728c3f330409ec1f0928fa3ab3c8a76f,"Card Game, Turn-based Strategy, Collectible",browser,$0.00 ,0.18%,$36 ,-,,,2022/11/12
368,GamesPad,GMPD,bsc,0x9720ca160bbd4e7f3dd4bb3f8bd4227ca0342e63,Other,browser,$0.01 ,0.09%,"$112,927 ",-,YGG Sea,40,2022/11/12
369,Vmates,MATE,bsc,0x696c2d3c711d5727c3686672f411583faedaa29f,"Breeding, Simulation, Casual",browser,$0.02 ,-,$511 ,-,,,2022/11/12
370,Oren Game,OREN,bsc,0x6358c1e2de9fd4953cd4f7e83d5a516c8928b1a7,"Card Game, Collectible",browser,$0 ,-,"$14,347 ",-,,,2022/11/12
371,Manarium,ARI,bsc,0xc80a0a55caf6a7bfb4ee22f9380c4077312c4a35,Other,browser,$0.00 ,-,-,-,,,2022/11/12
372,Bit Hotel,BTH,bsc,0x57bc18f6177cdaffb34ace048745bc913a1b1b54,"City Building, Metaverse","android,ios,browser",$0.00 ,-3.15%,"$48,715 ",-,Blockchain Space,36,2022/11/12
373,Vero Farm,VERO,bsc,NoAddress,"Simulation, Casual","android,ios",$0 ,-,$5 ,-,,,2022/11/12
374,Luna-Pad,LUNAPAD,bsc,0xd1fdf57241df3c36dad469060cac9f1ea2ee7585,Other,browser,$0.00 ,5.06%,$80 ,-,,,2022/11/12
375,Jungle Road,JGRD,bsc,NoAddress,"Adventure, Collectible, DeFi",browser,-,-,-,-,,,2022/11/12
376,DeFi11,D11,ethereum,0x9bf02cf6b0435a0523e6f6e0d2f35a920144f5fa,Other,"android,ios",$0.00 ,-2.15%,"$21,186 ",-,,,2022/11/12
377,Palmare,PAL,bsc,NoAddress,"Action, DeFi, Sports","android,ios",-,-,-,-,,,2022/11/12
378,Run For Life,RFL,bsc,NoAddress,Move To Earn,"ios,android",$0.00 ,-,$11 ,-,,,2022/11/12
379,Kryptomon,KMON,bsc,0xc732b6586a93b6b7cf5fed3470808bc74998224d,"Breeding, PVP",browser,$0.01 ,8.19%,"$160,093 ",-,,,2022/11/12
380,Starpad,SRP,bsc,0xcb2b25e783a414f0d20a65afa741c51b1ad84c49,Other,browser,$0.00 ,5.39%,"$7,958 ",-,,,2022/11/12
381,H3RO3S,H3RO3S,polygon,0x480fd103973357266813ecfce9faababf3c4ca3a,MMORPG,"windows,browser",$0.00 ,-9.13%,"$23,777 ",-,,,2022/11/12
382,Gadget War,GWAR,bsc,0x63129aa653e414a174202d5d6670038e409d64d8,"Puzzle, Collectible, PVP","android,browser,mobile",$0.00 ,0%,$10 ,-,,,2022/11/12
383,Street Runner,SRG,bsc,0x722f41f6511ff7cda73a1cb0a9ea2f731738c4a0,"Racing, Sports, PVP",windows,$0.06 ,-4.11%,"$12,108 ",-,,,2022/11/12
384,Infinite Arcade TIC,TIC,polygon,NoAddress,"Metaverse, PVP","browser,ios,android",$0.00 ,15.75%,$17 ,-,,,2022/11/12
385,TapMe,TAP,bsc,0xb229c47132d42576a15037a2931f9edd01ac0c2a,"Arcade, Collectible",browser,$0.00 ,-0.25%,$30 ,-,,,2022/11/12
386,Yarloo,YARL,bsc,0x843cbc1732ae7d7ba0533c6380989dacec315ffe,"Strategy, Base Building, PVP",browser,$0.01 ,5.68%,$8 ,-,,,2022/11/12
387,Astra Guild Ventures,AGV,ethereum,0xf4f618eff5ef36cde2fca4fbd86554c62fb1382b,Other,browser,$0.00 ,-9.54%,"$27,605 ",-,,,2022/11/12
388,TribeLand,TRBL,solana,3CKQgrcvwhvFqVXXxLTb1u262nh26SJ3uutkSCTtbZxH,MMORPG,"android,ios,browser,pc",$0 ,9.13%,-,-,,,2022/11/12
389,The Spartans,TSP,bsc,0x930cec48eddc7f80afad2b08997d0a43912b80d4,"Strategy, Tower Defense",browser,$0.00 ,-,$858 ,-,,,2022/11/12
390,GameStation,GAMER,polygon,0x3f6b3595ecf70735d3f48d69b09c4e4506db3f47,Other,browser,$0.00 ,10.17%,$266 ,-,,,2022/11/12
391,Invoker,IV,solana,NoAddress,"Action, DeFi, MMORPG","windows,mac",$0.00 ,12.32%,$7 ,-,,,2022/11/12
392,NFT Champions,CHAMP,polygon,0x8f9e8e833a69aa467e42c46cca640da84dd4585f,"Sports, Action","android,ios,browser",$0.01 ,1.83%,"$90,077 ",-,,,2022/11/12
393,Vodka Token,VODKA,bsc,0x66da5cc445fec38a9475ae7941f89110b9d256b9,"Collectible, DeFi",browser,$0 ,-,$12 ,-,,,2022/11/12
394,The Realm Defenders,TRD,polygon,0x2a1f0ad3cab040e28845734d932f3ff0a24b14f4,"RPG, Strategy",browser,$0.00 ,-14.82%,$133 ,-,,,2022/11/12
395,Crane Miners,CRANE,bsc,NoAddress,Arcade,browser,$0.00 ,4.82%,$10 ,-,,,2022/11/12
396,Cryptoverse,CGG,ethereum,NoAddress,Other,browser,-,-,-,-,,,2022/11/12
397,SHEEBA,SHEEBA,ethereum,NoAddress,Adventure,"browser,ios,android",$0 ,-,"$18,766 ",-,,,2022/11/12
398,Rune Shards,RXS,bsc,NoAddress,"Battle Royale, RPG, Metaverse",browser,$0.00 ,0.36%,$68 ,-,,,2022/11/12
399,Tribalpunk Cryptoverse,ANTA,bsc,NoAddress,"RPG, Card Game, Idle Game",browser,$0.00 ,-0.67%,$31 ,-,,,2022/11/12
400,Avania,NOVA,bsc,NoAddress,"Card Game, Action, MMO","android,ios,windows,browser,mac",-,-,-,-,,,2022/11/12
401,Metan Evolutions,METAN,bsc,0x879d239bcc0356cf9df8c90442488bce99554c66,"Action, Collectible",browser,$0.01 ,-2.87%,"$12,423 ",-,,,2022/11/12
402,Kyberdyne,KBD,bsc,0x3dde01a467f99e58f996de835058c767a3edd2ac,Other,browser,$0.00 ,-0.76%,"$18,053 ",-,,,2022/11/12
403,GemUni,GENI,bsc,0xc04a23149efdf9a63697f3eb60705147e9f07ffd,Other,browser,$0.01 ,-,$2 ,-,,,2022/11/12
404,DAMA,DAMA,ethereum,NoAddress,Metaverse,browser,$0.00 ,6.63%,$255 ,-,,,2022/11/12
405,Dracoo Master,DRA,bsc,0xaf1736800d805723b9fc6a176badc1d189467bc8,"Card Game, Turn-based Strategy","android,windows,browser",-,-,-,-,Earn Guild,68,2022/11/12
405,Dracoo Master,DRA,bsc,0xaf1736800d805723b9fc6a176badc1d189467bc8,"Card Game, Turn-based Strategy","android,windows,browser",-,-,-,-,Hooga Gaming,10,2022/11/12
405,Dracoo Master,DRA,bsc,0xaf1736800d805723b9fc6a176badc1d189467bc8,"Card Game, Turn-based Strategy","android,windows,browser",-,-,-,-,Blockchain Space,36,2022/11/12
405,Dracoo Master,DRA,bsc,0xaf1736800d805723b9fc6a176badc1d189467bc8,"Card Game, Turn-based Strategy","android,windows,browser",-,-,-,-,YGG Sea,40,2022/11/12
406,Defina,FINA,bsc,0x426c72701833fddbdfc06c944737c6031645c708,"Card Game, RPG, DeFi","android,ios,windows,browser,mac",$0.02 ,12.80%,"$285,392 ",-,,,2022/11/12
407,WIZARD,WIZARD,bsc,0x5066c68cae3b9bdacd6a1a37c90f2d1723559d18,Minigame,browser,$0.05 ,8.07%,$141 ,-,,,2022/11/12
408,Knight War,KWS,bsc,0x5d0e95c15ca50f13fb86938433269d03112409fe,"Idle Game, Action, Tower Defense","android,ios,browser",$0.00 ,0.78%,"$10,260 ",-,,,2022/11/12
409,Cryptoblades Kingdoms,KING,bsc,0x0ccd575bf9378c06f6dca82f8122f570769f00c2,"RPG, Strategy, MMO",browser,$0.00 ,0.03%,"$2,611 ",-,,,2022/11/12
410,Basketballverse,BVR,ethereum,NoAddress,"RPG, Sports","browser,pc",-,-,-,-,MetaGaming Guild,41,2022/11/12
411,Avania,NOVA,bsc,NoAddress,"Card Game, Action, MMO","android,ios,windows,browser,mac",-,-,-,-,,,2022/11/12
412,Tribalpunk Cryptoverse,ANTA,bsc,NoAddress,"RPG, Card Game, Idle Game",browser,$0.00 ,-0.67%,$31 ,-,,,2022/11/12
413,OneTo11,1TO11,ethereum,NoAddress,Other,browser,-,-,-,-,,,2022/11/12
414,Crane Miners,CRANE,bsc,NoAddress,Arcade,browser,$0.00 ,4.82%,$10 ,-,,,2022/11/12
415,Rune Shards,RXS,bsc,NoAddress,"Battle Royale, RPG, Metaverse",browser,$0.00 ,0.36%,$68 ,-,,,2022/11/12
416,SHEEBA,SHEEBA,ethereum,NoAddress,Adventure,"browser,ios,android",$0 ,-,"$18,766 ",-,,,2022/11/12
417,Cryptoverse,CGG,ethereum,NoAddress,Other,browser,-,-,-,-,,,2022/11/12
418,MetaChess,SHAH,bsc,0x7d94ee0625c0e6c4eab844f16ae0da4e97b5da8c,"Sports, Collectible",browser,$0 ,-,"$5,679 ",-,,,2022/11/12
419,Ashward,ASC,bsc,0xf27be4a7b56e892f10861db447dbf0b84adb1706,"Strategy, Collectible","android,ios,browser",$0.00 ,0.49%,-,-,,,2022/11/12
420,Dark Land Survival,BIG,bsc,0x6fdda284250795dfbab53955da78de4b6f72c4f9,"RPG, Idle Game, Strategy",browser,$0.00 ,-1.45%,$425 ,-,,,2022/11/12
421,Pagan Gods,,"wax,bsc",0x3d81473920De7F4eEf8ec71E0121BAEA7Fc5b6CA,"Adventure, Puzzle",browser,$0 ,-1%,$222 ,-,,,2022/11/12
422,Supernova,SNT,fantom,0x69d17c151ef62421ec338a0c92ca1c1202a427ec,"Action, MMORPG, Casual","android,ios,browser,pc",$0.02 ,5.25%,"$5,362 ",-,,,2022/11/12
423,Atlantis Metaverse,TAU,bsc,0x8632055b9caeebef7c7dccd95461608ca5378839,"RPG, Turn-based Strategy","android,ios,browser",$0.00 ,-1.27%,"$6,747 ",-,,,2022/11/12
424,Starly,STARLY,bsc,0xb0a480e2fa5af51c733a0af9fcb4de62bc48c38b,Other,browser,$0.03 ,-3.53%,"$217,128 ",-,,,2022/11/12
425,Heres,HRS,bsc,0xb4e4e2ba82420b07847654b163c35e2d7774af38,"Card Game, Action, Collectible","android,ios,browser",$0 ,-,$17 ,-,,,2022/11/12
426,Spintop,SPIN,bsc,0x6aa217312960a21adbde1478dc8cbcf828110a67,Other,browser,$0.01 ,6.53%,"$42,485 ",-,,,2022/11/12
427,The Dynasty,DYT,bsc,0x1802a63efe3255abc3004f8e63047db96300bd1c,"Adventure, Strategy, Survival","android,ios,browser",$0.00 ,5.31%,$11 ,-,,,2022/11/12
428,Arata,ARATA,bsc,0xd07e591e10e41b6b08457c8aa0be6b79369d60a6,Other,browser,$0.02 ,-,$10 ,-,,,2022/11/12
429,MetaBomb,MTB,bsc,0x2bad52989afc714c653da8e5c47bf794a8f7b11d,"Strategy, Action","android,ios,browser",$0.00 ,-0.38%,$615 ,-,,,2022/11/12
430,Monsters Clan,MONS,bsc,0xe4c797d43631f4d660ec67b5cb0b78ef5c902532,"Card Game, Action, Collectible",browser,$0.02 ,-1.82%,"$68,996 ",-,,,2022/11/12
431,MedaBots,MEDA,bsc,0x9130990dd16ed8be8be63e46cad305c2c339dac9,"Sci-Fi, PVP","android,ios",$0 ,-0.61%,"$4,209 ",-,,,2022/11/12
432,Endless Battlefield,EB,okexchain,0xa41ee9a01fd417c372b318746d8891c0c240a73c,Strategy,"windows,browser,mobile",$0 ,-5.44%,"$2,992 ",-,PathDAO,39,2022/11/12
433,EvoVerses,EVO,avalanche,NoAddress,"PVP, MMO, Action",browser,$0.01 ,4.08%,$600 ,-,,,2022/11/12
434,Ethlas,XGEM,"polygon,ethereum",0x02649C1Ff4296038De4b9bA8F491b42b940A8252,"Arcade, PVP, Casual","android,ios,windows,browser,mac",$0.00 ,14.36%,"$1,325 ",-,Blockchain Space,36,2022/11/12
434,Ethlas,XGEM,"polygon,ethereum",0x02649C1Ff4296038De4b9bA8F491b42b940A8252,"Arcade, PVP, Casual","android,ios,windows,browser,mac",$0.00 ,14.36%,"$1,325 ",-,Play It Forward DAO,25,2022/11/12
435,VisionGame,VISION,solana,HVkFqcMHevVPb4XKrf4XowjEaVVsBoqJ2U1EG59Dfk5j,Other,browser,$0.00 ,4.18%,"$168,619 ",-,,,2022/11/12
436,Wizardia,WZRD,bsc,0xfa40d8fc324bcdd6bbae0e086de886c571c225d4,"RPG, Strategy, Base Building","android,ios,browser",$0.00 ,1.12%,"$49,730 ",-,MetaGaming Guild,41,2022/11/12
437,CryptoSnake,SNK,bsc,0x53a38d12b84a7413eda4b1206a7a28b59aed9850,"Idle Game, DeFi","windows,browser,mac",$0.00 ,-,$2 ,-,,,2022/11/12
438,Pirate X Pirate,PXP,bsc,0x93c27727e72ec7510a06ea450366c1418c4ce547,"Adventure, Strategy, Collectible","windows,browser,mac",$0.00 ,7.07%,$105 ,-,MetaGaming Guild,41,2022/11/12
439,Nintia Estate,NINTI,bsc,0xfa57ff4670f9016069e799a51a3186d03991e431,"Simulation, Base Building, Collectible",browser,$0.00 ,4.84%,$25 ,-,,,2022/11/12
440,Synesis One,SNS,solana,SNSNkV9zfG5ZKWQs6x4hxvBRV6s8SqMfSGCtECDvdMd,Other,browser,$0.00 ,-0.25%,"$737,556 ",-,Yield Guild Games,41,2022/11/12
441,CrimeCash,CCASH,bsc,0x0721dfa2f44e35bb18e21a823876bb7fc6dbe499,"Fighting, Action",browser,$0 ,-,$2 ,-,,,2022/11/12
442,Galactic Arena: The NFTverse,GAN,bsc,0x8f1408171eae06aec4549fd0a5808a42cee6dd84,"Card Game, Action, Collectible",browser,$0.00 ,13.52%,"$22,790 ",-,,,2022/11/12
443,Cryptia,CRYPT,bsc,0x142ba459218cafdcf8f98a5fa3e139f32fccec70,"RPG, Puzzle, Fantasy","android,ios,browser",$0.00 ,-5.98%,$16 ,-,,,2022/11/12
444,Stay In Destiny World,SIW,bsc,0xc1ec13469d3f9bda35c5e7cdcbfbb390756767b6,"RPG, Action, Collectible",browser,$0.00 ,-,"$3,142 ",-,,,2022/11/12
445,Fishy Tank,FTE,bsc,0x0feb3bdf0d619191a25bfae0b8069164511cd8c9,Strategy,browser,$0.01 ,-,$45 ,-,,,2022/11/12
446,Arenum,ARN,polygon,NoAddress,"Sports, Action, Arcade","android,ios,browser",$0.04 ,-0.68%,"$114,555 ",-,Good Games Guild,77,2022/11/12
447,MetagamZ,METAG,avalanche,0x2b0b320b47d8e0dd0e4477cf90c307c7ed984ad2,VR,browser,$0.00 ,-3.17%,"$13,848 ",-,,,2022/11/12
448,SUPA Foundation,SUPA,fantom,0x59d07a115fe3ffe5db3d52029d43cc0ef5e9ba08,"Card Game, Collectible","browser,mobile",$0.01 ,-0.39%,$150 ,-,,,2022/11/12
449,Project Quantum,QBIT,bsc,NoAddress,"Sci-Fi, Shooter, MMO",windows,$0 ,8.21%,"$11,474 ",-,,,2022/11/12
450,Deesse,LOVE,ethereum,0xde4ce5447ce0c67920a1371605a39187cb6847c8,"Card Game, RPG","android,ios,browser",$0.00 ,18.87%,"$55,526 ",-,YGG Sea,40,2022/11/12
451,Cryptoids Game Coin,CGC,bsc,NoAddress,Metaverse,"ios,android",$0 ,-,-,-,,,2022/11/12
452,Mimir Quiz,MIMIR,ethereum,0x336f5a68fd46a25056a6c1d9c06072c691486acc,"Turn-based Strategy, Puzzle, Casual","android,ios,browser",$0.00 ,2.61%,"$17,010 ",-,,,2022/11/12
453,GoldMiner,GM,bsc,NoAddress,"DeFi, Shooter",browser,$0 ,2.43%,"$12,426 ",-,,,2022/11/12
454,Crypto Gangsters,CGANG,bsc,0x73cb0a3baac136a5577e058961fa3afd86ac1b0e,"Card Game, Adventure, PVP",browser,$0.00 ,1.51%,$3 ,-,,,2022/11/12
455,Prometheus,MGA,bsc,0x03ac6ab6a9a91a0fcdec7d85b38bdfbb719ec02f,Action,browser,$0.03 ,0.48%,"$8,570 ",-,Blockchain Space,36,2022/11/12
456,ASPO World,ASPO,bsc,0x1a9b49e9f075c37fe5f86c916bac9deb33556d7e,"Fighting, Strategy, Metaverse","android,ios,browser",$0.00 ,-0.64%,"$2,728 ",-,,,2022/11/12
457,MELI,MELI,bsc,0xad04ac36791d923deb082da4f91ab71675dd18fb,"Breeding, Action","android,windows,mac",$0.00 ,-3.20%,"$13,326 ",-,,,2022/11/12
458,Metafish,FISH,bsc,0xe15176bcb7633be736e94ab6aa2e57a7ed5988ab,Metaverse,browser,$0.00 ,4.38%,$26 ,-,,,2022/11/12
459,CryptoVsZombie,CVZ,bsc,0x6fbb278c4eaa5218495a1858447b26d905ac0010,Tower Defense,"android,ios",$0.00 ,-6.25%,"$17,416 ",-,Good Games Guild,77,2022/11/12
460,Zodiacs,ZDC,ethereum,0x1cf402135d7bd27dc9d21c03ae2d8375bc43e9ec,Racing,"android,ios,browser",$0.00 ,-,$12 ,-,,,2022/11/12
461,Space Falcon,FCON,solana,NoAddress,"Sci-Fi, Space Game","android,ios,browser",$0.00 ,-0.42%,"$57,034 ",-,Good Games Guild,77,2022/11/12
462,DragonMaster,DMT,polygon,0x04f177fcacf6fb4d2f95d41d7d3fee8e565ca1d0,PVP,"android,ios",$0.03 ,7.69%,$45 ,-,IndiGG,28,2022/11/12
463,Hero Arena,HERA,bsc,0x49c7295ff86eabf5bf58c6ebc858db4805738c01,"RPG, Adventure","android,ios,browser",$0.01 ,0.36%,"$11,235 ",-,Good Games Guild,77,2022/11/12
463,Hero Arena,HERA,bsc,0x49c7295ff86eabf5bf58c6ebc858db4805738c01,"RPG, Adventure","android,ios,browser",$0.01 ,0.36%,"$11,235 ",-,PathDAO,39,2022/11/12
464,EpicHero,EPICHERO,bsc,0x47cc5334f65611ea6be9e933c49485c88c17f5f0,Card Game,browser,$0.00 ,4.91%,$22 ,-,,,2022/11/12
465,The Wasted Lands,WAL,bsc,0xd306c124282880858a634e7396383ae58d37c79c,"RPG, Strategy, Puzzle","pc,mobile",$0.03 ,-3.98%,"$28,374 ",-,MetaGaming Guild,41,2022/11/12
465,The Wasted Lands,WAL,bsc,0xd306c124282880858a634e7396383ae58d37c79c,"RPG, Strategy, Puzzle","pc,mobile",$0.03 ,-3.98%,"$28,374 ",-,Good Games Guild,77,2022/11/12
